method,seed,mashup_id,rank,api_id,is_positive
SCF-LightGCN+BGE+Popularity,2,9,10,221,0
SCF-LightGCN+BGE+Popularity,2,16,1,624,1
SCF-LightGCN+BGE+Popularity,2,16,2,1022,1
SCF-LightGCN+BGE+Popularity,2,16,3,416,0
SCF-LightGCN+BGE+Popularity,2,16,4,1162,0
SCF-LightGCN+BGE+Popularity,2,16,5,726,0
SCF-LightGCN+BGE+Popularity,2,16,6,226,0
SCF-LightGCN+BGE+Popularity,2,16,7,77,0
SCF-LightGCN+BGE+Popularity,2,16,8,1362,0
SCF-LightGCN+BGE+Popularity,2,16,9,143,0
SCF-LightGCN+BGE+Popularity,2,16,10,698,0
SCF-LightGCN+BGE+Popularity,2,23,1,624,1
SCF-LightGCN+BGE+Popularity,2,23,2,892,1
SCF-LightGCN+BGE+Popularity,2,23,3,1162,0
SCF-LightGCN+BGE+Popularity,2,23,4,765,0
SCF-LightGCN+BGE+Popularity,2,23,5,239,0
SCF-LightGCN+BGE+Popularity,2,23,6,889,0
SCF-LightGCN+BGE+Popularity,2,23,7,1052,0
SCF-LightGCN+BGE+Popularity,2,23,8,196,0
SCF-LightGCN+BGE+Popularity,2,23,9,89,0
SCF-LightGCN+BGE+Popularity,2,23,10,1070,0
SCF-LightGCN+BGE+Popularity,2,25,1,624,1
SCF-LightGCN+BGE+Popularity,2,25,2,1022,0
SCF-LightGCN+BGE+Popularity,2,25,3,744,1
SCF-LightGCN+BGE+Popularity,2,25,4,1547,0
SCF-LightGCN+BGE+Popularity,2,25,5,342,0
SCF-LightGCN+BGE+Popularity,2,25,6,416,0
SCF-LightGCN+BGE+Popularity,2,25,7,698,0
SCF-LightGCN+BGE+Popularity,2,25,8,77,0
SCF-LightGCN+BGE+Popularity,2,25,9,318,0
SCF-LightGCN+BGE+Popularity,2,25,10,1383,0
SCF-LightGCN+BGE+Popularity,2,27,1,624,1
SCF-LightGCN+BGE+Popularity,2,27,2,196,0
SCF-LightGCN+BGE+Popularity,2,27,3,990,0
SCF-LightGCN+BGE+Popularity,2,27,4,1008,0
SCF-LightGCN+BGE+Popularity,2,27,5,64,0
SCF-LightGCN+BGE+Popularity,2,27,6,381,0
SCF-LightGCN+BGE+Popularity,2,27,7,765,0
SCF-LightGCN+BGE+Popularity,2,27,8,1550,0
SCF-LightGCN+BGE+Popularity,2,27,9,726,0
SCF-LightGCN+BGE+Popularity,2,27,10,689,0
SCF-LightGCN+BGE+Popularity,2,33,1,624,1
SCF-LightGCN+BGE+Popularity,2,33,2,892,0
SCF-LightGCN+BGE+Popularity,2,33,3,196,0
SCF-LightGCN+BGE+Popularity,2,33,4,765,0
SCF-LightGCN+BGE+Popularity,2,33,5,1037,0
SCF-LightGCN+BGE+Popularity,2,33,6,1550,0
SCF-LightGCN+BGE+Popularity,2,33,7,221,0
SCF-LightGCN+BGE+Popularity,2,33,8,77,0
SCF-LightGCN+BGE+Popularity,2,33,9,726,0
SCF-LightGCN+BGE+Popularity,2,33,10,758,0
SCF-LightGCN+BGE+Popularity,2,37,1,624,1
SCF-LightGCN+BGE+Popularity,2,37,2,1162,1
SCF-LightGCN+BGE+Popularity,2,37,3,1070,0
SCF-LightGCN+BGE+Popularity,2,37,4,634,0
SCF-LightGCN+BGE+Popularity,2,37,5,726,0
SCF-LightGCN+BGE+Popularity,2,37,6,96,0
SCF-LightGCN+BGE+Popularity,2,37,7,1172,0
SCF-LightGCN+BGE+Popularity,2,37,8,1069,0
SCF-LightGCN+BGE+Popularity,2,37,9,336,0
SCF-LightGCN+BGE+Popularity,2,37,10,814,0
SCF-LightGCN+BGE+Popularity,2,39,1,624,1
SCF-LightGCN+BGE+Popularity,2,39,2,331,1
SCF-LightGCN+BGE+Popularity,2,39,3,1022,0
SCF-LightGCN+BGE+Popularity,2,39,4,1156,0
SCF-LightGCN+BGE+Popularity,2,39,5,77,0
SCF-LightGCN+BGE+Popularity,2,39,6,226,0
SCF-LightGCN+BGE+Popularity,2,39,7,196,0
SCF-LightGCN+BGE+Popularity,2,39,8,91,0
SCF-LightGCN+BGE+Popularity,2,39,9,726,0
SCF-LightGCN+BGE+Popularity,2,39,10,698,0
SCF-LightGCN+BGE+Popularity,2,47,1,624,1
SCF-LightGCN+BGE+Popularity,2,47,2,154,0
SCF-LightGCN+BGE+Popularity,2,47,3,196,0
SCF-LightGCN+BGE+Popularity,2,47,4,1425,0
SCF-LightGCN+BGE+Popularity,2,47,5,881,0
SCF-LightGCN+BGE+Popularity,2,47,6,726,0
SCF-LightGCN+BGE+Popularity,2,47,7,491,0
SCF-LightGCN+BGE+Popularity,2,47,8,64,0
SCF-LightGCN+BGE+Popularity,2,47,9,990,0
SCF-LightGCN+BGE+Popularity,2,47,10,1371,0
SCF-LightGCN+BGE+Popularity,2,51,1,624,1
SCF-LightGCN+BGE+Popularity,2,51,2,1643,1
SCF-LightGCN+BGE+Popularity,2,51,3,1192,0
SCF-LightGCN+BGE+Popularity,2,51,4,196,0
SCF-LightGCN+BGE+Popularity,2,51,5,1252,0
SCF-LightGCN+BGE+Popularity,2,51,6,381,0
SCF-LightGCN+BGE+Popularity,2,51,7,1271,0
SCF-LightGCN+BGE+Popularity,2,51,8,689,0
SCF-LightGCN+BGE+Popularity,2,51,9,359,0
SCF-LightGCN+BGE+Popularity,2,51,10,1022,0
SCF-LightGCN+BGE+Popularity,2,57,1,634,0
SCF-LightGCN+BGE+Popularity,2,57,2,624,1
SCF-LightGCN+BGE+Popularity,2,57,3,475,0
SCF-LightGCN+BGE+Popularity,2,57,4,726,0
SCF-LightGCN+BGE+Popularity,2,57,5,336,0
SCF-LightGCN+BGE+Popularity,2,57,6,750,0
SCF-LightGCN+BGE+Popularity,2,57,7,1550,0
SCF-LightGCN+BGE+Popularity,2,57,8,77,0
SCF-LightGCN+BGE+Popularity,2,57,9,96,0
SCF-LightGCN+BGE+Popularity,2,57,10,1590,0
SCF-LightGCN+BGE+Popularity,2,62,1,624,1
SCF-LightGCN+BGE+Popularity,2,62,2,196,0
SCF-LightGCN+BGE+Popularity,2,62,3,765,0
SCF-LightGCN+BGE+Popularity,2,62,4,726,0
SCF-LightGCN+BGE+Popularity,2,62,5,1329,0
SCF-LightGCN+BGE+Popularity,2,62,6,637,0
SCF-LightGCN+BGE+Popularity,2,62,7,47,0
SCF-LightGCN+BGE+Popularity,2,62,8,190,0
SCF-LightGCN+BGE+Popularity,2,62,9,1420,0
SCF-LightGCN+BGE+Popularity,2,62,10,1162,0
SCF-LightGCN+BGE+Popularity,2,63,1,624,1
SCF-LightGCN+BGE+Popularity,2,63,2,892,0
SCF-LightGCN+BGE+Popularity,2,63,3,637,0
SCF-LightGCN+BGE+Popularity,2,63,4,196,0
SCF-LightGCN+BGE+Popularity,2,63,5,726,0
SCF-LightGCN+BGE+Popularity,2,63,6,221,0
SCF-LightGCN+BGE+Popularity,2,63,7,689,0
SCF-LightGCN+BGE+Popularity,2,63,8,765,0
SCF-LightGCN+BGE+Popularity,2,63,9,1070,0
SCF-LightGCN+BGE+Popularity,2,63,10,1371,0
SCF-LightGCN+BGE+Popularity,2,64,1,750,1
SCF-LightGCN+BGE+Popularity,2,64,2,829,0
SCF-LightGCN+BGE+Popularity,2,64,3,999,0
SCF-LightGCN+BGE+Popularity,2,64,4,90,0
SCF-LightGCN+BGE+Popularity,2,64,5,624,1
SCF-LightGCN+BGE+Popularity,2,64,6,1590,0
SCF-LightGCN+BGE+Popularity,2,64,7,1079,0
SCF-LightGCN+BGE+Popularity,2,64,8,819,0
SCF-LightGCN+BGE+Popularity,2,64,9,1317,0
SCF-LightGCN+BGE+Popularity,2,64,10,204,0
SCF-LightGCN+BGE+Popularity,2,71,1,1582,1
SCF-LightGCN+BGE+Popularity,2,71,2,624,1
SCF-LightGCN+BGE+Popularity,2,71,3,1030,0
SCF-LightGCN+BGE+Popularity,2,71,4,1576,0
SCF-LightGCN+BGE+Popularity,2,71,5,698,0
SCF-LightGCN+BGE+Popularity,2,71,6,1449,0
SCF-LightGCN+BGE+Popularity,2,71,7,1253,0
SCF-LightGCN+BGE+Popularity,2,71,8,990,0
SCF-LightGCN+BGE+Popularity,2,71,9,1162,0
SCF-LightGCN+BGE+Popularity,2,71,10,592,0
SCF-LightGCN+BGE+Popularity,2,73,1,624,1
SCF-LightGCN+BGE+Popularity,2,73,2,990,0
SCF-LightGCN+BGE+Popularity,2,73,3,1079,0
SCF-LightGCN+BGE+Popularity,2,73,4,196,0
SCF-LightGCN+BGE+Popularity,2,73,5,1064,0
SCF-LightGCN+BGE+Popularity,2,73,6,165,0
SCF-LightGCN+BGE+Popularity,2,73,7,726,0
SCF-LightGCN+BGE+Popularity,2,73,8,381,0
SCF-LightGCN+BGE+Popularity,2,73,9,1271,0
SCF-LightGCN+BGE+Popularity,2,73,10,867,0
SCF-LightGCN+BGE+Popularity,2,78,1,1162,1
SCF-LightGCN+BGE+Popularity,2,78,2,624,1
SCF-LightGCN+BGE+Popularity,2,78,3,206,0
SCF-LightGCN+BGE+Popularity,2,78,4,1470,0
SCF-LightGCN+BGE+Popularity,2,78,5,765,0
SCF-LightGCN+BGE+Popularity,2,78,6,1608,0
SCF-LightGCN+BGE+Popularity,2,78,7,1278,0
SCF-LightGCN+BGE+Popularity,2,78,8,726,0
SCF-LightGCN+BGE+Popularity,2,78,9,762,0
SCF-LightGCN+BGE+Popularity,2,78,10,1070,0
SCF-LightGCN+BGE+Popularity,2,93,1,1003,1
SCF-LightGCN+BGE+Popularity,2,93,2,624,1
SCF-LightGCN+BGE+Popularity,2,93,3,765,0
SCF-LightGCN+BGE+Popularity,2,93,4,68,0
SCF-LightGCN+BGE+Popularity,2,93,5,53,0
SCF-LightGCN+BGE+Popularity,2,93,6,1590,0
SCF-LightGCN+BGE+Popularity,2,93,7,864,0
SCF-LightGCN+BGE+Popularity,2,93,8,196,0
SCF-LightGCN+BGE+Popularity,2,93,9,1033,0
SCF-LightGCN+BGE+Popularity,2,93,10,940,0
SCF-LightGCN+BGE+Popularity,2,97,1,624,1
SCF-LightGCN+BGE+Popularity,2,97,2,1229,0
SCF-LightGCN+BGE+Popularity,2,97,3,196,0
SCF-LightGCN+BGE+Popularity,2,97,4,892,0
SCF-LightGCN+BGE+Popularity,2,97,5,140,0
SCF-LightGCN+BGE+Popularity,2,97,6,1314,0
SCF-LightGCN+BGE+Popularity,2,97,7,637,1
SCF-LightGCN+BGE+Popularity,2,97,8,359,0
SCF-LightGCN+BGE+Popularity,2,97,9,1022,0
SCF-LightGCN+BGE+Popularity,2,97,10,1052,0
SCF-LightGCN+BGE+Popularity,2,100,1,624,1
SCF-LightGCN+BGE+Popularity,2,100,2,221,0
SCF-LightGCN+BGE+Popularity,2,100,3,196,0
SCF-LightGCN+BGE+Popularity,2,100,4,91,0
SCF-LightGCN+BGE+Popularity,2,100,5,444,0
SCF-LightGCN+BGE+Popularity,2,100,6,305,0
SCF-LightGCN+BGE+Popularity,2,100,7,90,1
SCF-LightGCN+BGE+Popularity,2,100,8,165,0
SCF-LightGCN+BGE+Popularity,2,100,9,57,0
SCF-LightGCN+BGE+Popularity,2,100,10,565,0
SCF-LightGCN+BGE+Popularity,2,105,1,624,1
SCF-LightGCN+BGE+Popularity,2,105,2,990,0
SCF-LightGCN+BGE+Popularity,2,105,3,196,0
SCF-LightGCN+BGE+Popularity,2,105,4,689,0
SCF-LightGCN+BGE+Popularity,2,105,5,765,0
SCF-LightGCN+BGE+Popularity,2,105,6,64,0
SCF-LightGCN+BGE+Popularity,2,105,7,77,0
SCF-LightGCN+BGE+Popularity,2,105,8,1329,0
SCF-LightGCN+BGE+Popularity,2,105,9,1271,0
SCF-LightGCN+BGE+Popularity,2,105,10,1252,0
SCF-LightGCN+BGE+Popularity,2,106,1,624,1
SCF-LightGCN+BGE+Popularity,2,106,2,196,0
SCF-LightGCN+BGE+Popularity,2,106,3,91,0
SCF-LightGCN+BGE+Popularity,2,106,4,765,0
SCF-LightGCN+BGE+Popularity,2,106,5,637,0
SCF-LightGCN+BGE+Popularity,2,106,6,689,0
SCF-LightGCN+BGE+Popularity,2,106,7,293,0
SCF-LightGCN+BGE+Popularity,2,106,8,1177,0
SCF-LightGCN+BGE+Popularity,2,106,9,243,0
SCF-LightGCN+BGE+Popularity,2,106,10,1314,0
SCF-LightGCN+BGE+Popularity,2,108,1,624,1
SCF-LightGCN+BGE+Popularity,2,108,2,90,1
SCF-LightGCN+BGE+Popularity,2,108,3,381,0
SCF-LightGCN+BGE+Popularity,2,108,4,196,0
SCF-LightGCN+BGE+Popularity,2,108,5,892,0
SCF-LightGCN+BGE+Popularity,2,108,6,91,0
SCF-LightGCN+BGE+Popularity,2,108,7,1022,0
SCF-LightGCN+BGE+Popularity,2,108,8,1079,0
SCF-LightGCN+BGE+Popularity,2,108,9,1162,0
SCF-LightGCN+BGE+Popularity,2,108,10,1052,0
SCF-LightGCN+BGE+Popularity,2,110,1,1079,1
SCF-LightGCN+BGE+Popularity,2,110,2,624,1
SCF-LightGCN+BGE+Popularity,2,110,3,639,0
SCF-LightGCN+BGE+Popularity,2,110,4,892,0
SCF-LightGCN+BGE+Popularity,2,110,5,1371,0
SCF-LightGCN+BGE+Popularity,2,110,6,118,0
SCF-LightGCN+BGE+Popularity,2,110,7,1376,0
SCF-LightGCN+BGE+Popularity,2,110,8,765,0
SCF-LightGCN+BGE+Popularity,2,110,9,867,0
SCF-LightGCN+BGE+Popularity,2,110,10,1010,0
SCF-LightGCN+BGE+Popularity,2,113,1,624,1
SCF-LightGCN+BGE+Popularity,2,113,2,196,0
SCF-LightGCN+BGE+Popularity,2,113,3,1425,0
SCF-LightGCN+BGE+Popularity,2,113,4,77,0
SCF-LightGCN+BGE+Popularity,2,113,5,940,0
SCF-LightGCN+BGE+Popularity,2,113,6,221,0
SCF-LightGCN+BGE+Popularity,2,113,7,709,0
SCF-LightGCN+BGE+Popularity,2,113,8,293,0
SCF-LightGCN+BGE+Popularity,2,113,9,552,0
SCF-LightGCN+BGE+Popularity,2,113,10,765,0
SCF-LightGCN+BGE+Popularity,2,116,1,154,1
SCF-LightGCN+BGE+Popularity,2,116,2,624,1
SCF-LightGCN+BGE+Popularity,2,116,3,366,0
SCF-LightGCN+BGE+Popularity,2,116,4,856,0
SCF-LightGCN+BGE+Popularity,2,116,5,961,0
SCF-LightGCN+BGE+Popularity,2,116,6,191,0
SCF-LightGCN+BGE+Popularity,2,116,7,1512,0
SCF-LightGCN+BGE+Popularity,2,116,8,1239,0
SCF-LightGCN+BGE+Popularity,2,116,9,226,0
SCF-LightGCN+BGE+Popularity,2,116,10,969,0
SCF-LightGCN+BGE+Popularity,2,123,1,624,1
SCF-LightGCN+BGE+Popularity,2,123,2,1590,0
SCF-LightGCN+BGE+Popularity,2,123,3,652,0
SCF-LightGCN+BGE+Popularity,2,123,4,226,1
SCF-LightGCN+BGE+Popularity,2,123,5,634,0
SCF-LightGCN+BGE+Popularity,2,123,6,726,0
SCF-LightGCN+BGE+Popularity,2,123,7,195,0
SCF-LightGCN+BGE+Popularity,2,123,8,1100,0
SCF-LightGCN+BGE+Popularity,2,123,9,1379,0
SCF-LightGCN+BGE+Popularity,2,123,10,554,0
SCF-LightGCN+BGE+Popularity,2,127,1,624,1
SCF-LightGCN+BGE+Popularity,2,127,2,221,0
SCF-LightGCN+BGE+Popularity,2,127,3,689,0
SCF-LightGCN+BGE+Popularity,2,127,4,1329,0
SCF-LightGCN+BGE+Popularity,2,127,5,417,0
SCF-LightGCN+BGE+Popularity,2,127,6,990,0
SCF-LightGCN+BGE+Popularity,2,127,7,64,0
SCF-LightGCN+BGE+Popularity,2,127,8,1314,0
SCF-LightGCN+BGE+Popularity,2,127,9,77,0
SCF-LightGCN+BGE+Popularity,2,127,10,196,0
SCF-LightGCN+BGE+Popularity,2,128,1,476,1
SCF-LightGCN+BGE+Popularity,2,128,2,624,1
SCF-LightGCN+BGE+Popularity,2,128,3,1582,1
SCF-LightGCN+BGE+Popularity,2,128,4,698,1
SCF-LightGCN+BGE+Popularity,2,128,5,1576,0
SCF-LightGCN+BGE+Popularity,2,128,6,1449,0
SCF-LightGCN+BGE+Popularity,2,128,7,1383,0
SCF-LightGCN+BGE+Popularity,2,128,8,1162,0
SCF-LightGCN+BGE+Popularity,2,128,9,91,0
SCF-LightGCN+BGE+Popularity,2,128,10,1022,0
SCF-LightGCN+BGE+Popularity,2,129,1,624,1
SCF-LightGCN+BGE+Popularity,2,129,2,196,0
SCF-LightGCN+BGE+Popularity,2,129,3,90,0
SCF-LightGCN+BGE+Popularity,2,129,4,221,0
SCF-LightGCN+BGE+Popularity,2,129,5,1156,0
SCF-LightGCN+BGE+Popularity,2,129,6,381,0
SCF-LightGCN+BGE+Popularity,2,129,7,1216,0
SCF-LightGCN+BGE+Popularity,2,129,8,1069,0
SCF-LightGCN+BGE+Popularity,2,129,9,243,0
SCF-LightGCN+BGE+Popularity,2,129,10,77,0
SCF-LightGCN+BGE+Popularity,2,132,1,1079,1
SCF-LightGCN+BGE+Popularity,2,132,2,624,1
SCF-LightGCN+BGE+Popularity,2,132,3,639,0
SCF-LightGCN+BGE+Popularity,2,132,4,892,1
SCF-LightGCN+BGE+Popularity,2,132,5,912,0
SCF-LightGCN+BGE+Popularity,2,132,6,1345,0
SCF-LightGCN+BGE+Popularity,2,132,7,1371,0
SCF-LightGCN+BGE+Popularity,2,132,8,265,0
SCF-LightGCN+BGE+Popularity,2,132,9,1376,0
SCF-LightGCN+BGE+Popularity,2,132,10,520,0
SCF-LightGCN+BGE+Popularity,2,136,1,196,1
SCF-LightGCN+BGE+Popularity,2,136,2,624,1
SCF-LightGCN+BGE+Popularity,2,136,3,90,0
SCF-LightGCN+BGE+Popularity,2,136,4,892,0
SCF-LightGCN+BGE+Popularity,2,136,5,1216,0
SCF-LightGCN+BGE+Popularity,2,136,6,239,0
SCF-LightGCN+BGE+Popularity,2,136,7,381,0
SCF-LightGCN+BGE+Popularity,2,136,8,77,0
SCF-LightGCN+BGE+Popularity,2,136,9,221,0
SCF-LightGCN+BGE+Popularity,2,136,10,765,0
SCF-LightGCN+BGE+Popularity,2,139,1,624,1
SCF-LightGCN+BGE+Popularity,2,139,2,196,0
SCF-LightGCN+BGE+Popularity,2,139,3,1022,0
SCF-LightGCN+BGE+Popularity,2,139,4,1052,0
SCF-LightGCN+BGE+Popularity,2,139,5,221,0
SCF-LightGCN+BGE+Popularity,2,139,6,765,0
SCF-LightGCN+BGE+Popularity,2,139,7,637,1
SCF-LightGCN+BGE+Popularity,2,139,8,64,0
SCF-LightGCN+BGE+Popularity,2,139,9,1156,0
SCF-LightGCN+BGE+Popularity,2,139,10,1008,0
SCF-LightGCN+BGE+Popularity,2,142,1,624,1
SCF-LightGCN+BGE+Popularity,2,142,2,381,0
SCF-LightGCN+BGE+Popularity,2,142,3,64,0
SCF-LightGCN+BGE+Popularity,2,142,4,1329,0
SCF-LightGCN+BGE+Popularity,2,142,5,892,0
SCF-LightGCN+BGE+Popularity,2,142,6,1030,0
SCF-LightGCN+BGE+Popularity,2,142,7,765,0
SCF-LightGCN+BGE+Popularity,2,142,8,77,0
SCF-LightGCN+BGE+Popularity,2,142,9,826,0
SCF-LightGCN+BGE+Popularity,2,142,10,221,0
SCF-LightGCN+BGE+Popularity,2,143,1,90,0
SCF-LightGCN+BGE+Popularity,2,143,2,867,1
SCF-LightGCN+BGE+Popularity,2,143,3,310,0
SCF-LightGCN+BGE+Popularity,2,143,4,386,0
SCF-LightGCN+BGE+Popularity,2,143,5,1079,1
SCF-LightGCN+BGE+Popularity,2,143,6,122,0
SCF-LightGCN+BGE+Popularity,2,143,7,626,0
SCF-LightGCN+BGE+Popularity,2,143,8,1126,0
SCF-LightGCN+BGE+Popularity,2,143,9,622,0
SCF-LightGCN+BGE+Popularity,2,143,10,1428,0
SCF-LightGCN+BGE+Popularity,2,152,1,624,1
SCF-LightGCN+BGE+Popularity,2,152,2,77,0
SCF-LightGCN+BGE+Popularity,2,152,3,221,0
SCF-LightGCN+BGE+Popularity,2,152,4,1022,0
SCF-LightGCN+BGE+Popularity,2,152,5,698,0
SCF-LightGCN+BGE+Popularity,2,152,6,1329,0
SCF-LightGCN+BGE+Popularity,2,152,7,196,0
SCF-LightGCN+BGE+Popularity,2,152,8,486,0
SCF-LightGCN+BGE+Popularity,2,152,9,1582,0
SCF-LightGCN+BGE+Popularity,2,152,10,1547,0
SCF-LightGCN+BGE+Popularity,2,154,1,624,1
SCF-LightGCN+BGE+Popularity,2,154,2,318,0
SCF-LightGCN+BGE+Popularity,2,154,3,552,0
SCF-LightGCN+BGE+Popularity,2,154,4,293,0
SCF-LightGCN+BGE+Popularity,2,154,5,689,0
SCF-LightGCN+BGE+Popularity,2,154,6,1582,0
SCF-LightGCN+BGE+Popularity,2,154,7,1420,0
SCF-LightGCN+BGE+Popularity,2,154,8,1008,0
SCF-LightGCN+BGE+Popularity,2,154,9,459,0
SCF-LightGCN+BGE+Popularity,2,154,10,554,0
SCF-LightGCN+BGE+Popularity,2,156,1,624,1
SCF-LightGCN+BGE+Popularity,2,156,2,196,0
SCF-LightGCN+BGE+Popularity,2,156,3,1022,1
SCF-LightGCN+BGE+Popularity,2,156,4,637,0
SCF-LightGCN+BGE+Popularity,2,156,5,1371,0
SCF-LightGCN+BGE+Popularity,2,156,6,1582,1
SCF-LightGCN+BGE+Popularity,2,156,7,990,0
SCF-LightGCN+BGE+Popularity,2,156,8,64,0
SCF-LightGCN+BGE+Popularity,2,156,9,516,0
SCF-LightGCN+BGE+Popularity,2,156,10,416,0
SCF-LightGCN+BGE+Popularity,2,158,1,624,1
SCF-LightGCN+BGE+Popularity,2,158,2,1255,0
SCF-LightGCN+BGE+Popularity,2,158,3,689,0
SCF-LightGCN+BGE+Popularity,2,158,4,77,0
SCF-LightGCN+BGE+Popularity,2,158,5,1065,0
SCF-LightGCN+BGE+Popularity,2,158,6,64,0
SCF-LightGCN+BGE+Popularity,2,158,7,117,0
SCF-LightGCN+BGE+Popularity,2,158,8,506,0
SCF-LightGCN+BGE+Popularity,2,158,9,765,0
SCF-LightGCN+BGE+Popularity,2,158,10,1420,0
SCF-LightGCN+BGE+Popularity,2,162,1,624,1
SCF-LightGCN+BGE+Popularity,2,162,2,1079,1
SCF-LightGCN+BGE+Popularity,2,162,3,709,0
SCF-LightGCN+BGE+Popularity,2,162,4,1376,0
SCF-LightGCN+BGE+Popularity,2,162,5,1253,0
SCF-LightGCN+BGE+Popularity,2,162,6,221,0
SCF-LightGCN+BGE+Popularity,2,162,7,639,0
SCF-LightGCN+BGE+Popularity,2,162,8,765,0
SCF-LightGCN+BGE+Popularity,2,162,9,77,0
SCF-LightGCN+BGE+Popularity,2,162,10,196,0
SCF-LightGCN+BGE+Popularity,2,172,1,64,1
SCF-LightGCN+BGE+Popularity,2,172,2,624,1
SCF-LightGCN+BGE+Popularity,2,172,3,905,0
SCF-LightGCN+BGE+Popularity,2,172,4,491,0
SCF-LightGCN+BGE+Popularity,2,172,5,1329,0
SCF-LightGCN+BGE+Popularity,2,172,6,67,0
SCF-LightGCN+BGE+Popularity,2,172,7,1030,0
SCF-LightGCN+BGE+Popularity,2,172,8,826,0
SCF-LightGCN+BGE+Popularity,2,172,9,1582,0
SCF-LightGCN+BGE+Popularity,2,172,10,91,0
SCF-LightGCN+BGE+Popularity,2,189,1,1079,1
SCF-LightGCN+BGE+Popularity,2,189,2,867,0
SCF-LightGCN+BGE+Popularity,2,189,3,847,0
SCF-LightGCN+BGE+Popularity,2,189,4,1345,0
SCF-LightGCN+BGE+Popularity,2,189,5,562,0
SCF-LightGCN+BGE+Popularity,2,189,6,892,0
SCF-LightGCN+BGE+Popularity,2,189,7,371,0
SCF-LightGCN+BGE+Popularity,2,189,8,1246,0
SCF-LightGCN+BGE+Popularity,2,189,9,622,0
SCF-LightGCN+BGE+Popularity,2,189,10,994,0
SCF-LightGCN+BGE+Popularity,2,197,1,712,1
SCF-LightGCN+BGE+Popularity,2,197,2,13,0
SCF-LightGCN+BGE+Popularity,2,197,3,624,1
SCF-LightGCN+BGE+Popularity,2,197,4,1319,0
SCF-LightGCN+BGE+Popularity,2,197,5,2,0
SCF-LightGCN+BGE+Popularity,2,197,6,689,0
SCF-LightGCN+BGE+Popularity,2,197,7,765,0
SCF-LightGCN+BGE+Popularity,2,197,8,625,0
SCF-LightGCN+BGE+Popularity,2,197,9,1254,0
SCF-LightGCN+BGE+Popularity,2,197,10,940,0
SCF-LightGCN+BGE+Popularity,2,219,1,1079,1
SCF-LightGCN+BGE+Popularity,2,219,2,624,1
SCF-LightGCN+BGE+Popularity,2,219,3,639,0
SCF-LightGCN+BGE+Popularity,2,219,4,1399,0
SCF-LightGCN+BGE+Popularity,2,219,5,476,0
SCF-LightGCN+BGE+Popularity,2,219,6,1120,0
SCF-LightGCN+BGE+Popularity,2,219,7,867,0
SCF-LightGCN+BGE+Popularity,2,219,8,91,0
SCF-LightGCN+BGE+Popularity,2,219,9,858,0
SCF-LightGCN+BGE+Popularity,2,219,10,88,0
SCF-LightGCN+BGE+Popularity,2,221,1,624,1
SCF-LightGCN+BGE+Popularity,2,221,2,188,0
SCF-LightGCN+BGE+Popularity,2,221,3,1329,0
SCF-LightGCN+BGE+Popularity,2,221,4,750,0
SCF-LightGCN+BGE+Popularity,2,221,5,1193,0
SCF-LightGCN+BGE+Popularity,2,221,6,64,0
