method,seed,mashup_id,rank,api_id,is_positive
SCF-LightGCN+BGE+Popularity,1,25,2,1022,0
SCF-LightGCN+BGE+Popularity,1,25,3,744,1
SCF-LightGCN+BGE+Popularity,1,25,4,342,0
SCF-LightGCN+BGE+Popularity,1,25,5,1547,0
SCF-LightGCN+BGE+Popularity,1,25,6,416,0
SCF-LightGCN+BGE+Popularity,1,25,7,698,0
SCF-LightGCN+BGE+Popularity,1,25,8,293,0
SCF-LightGCN+BGE+Popularity,1,25,9,637,0
SCF-LightGCN+BGE+Popularity,1,25,10,226,0
SCF-LightGCN+BGE+Popularity,1,27,1,624,1
SCF-LightGCN+BGE+Popularity,1,27,2,196,0
SCF-LightGCN+BGE+Popularity,1,27,3,381,0
SCF-LightGCN+BGE+Popularity,1,27,4,64,0
SCF-LightGCN+BGE+Popularity,1,27,5,990,0
SCF-LightGCN+BGE+Popularity,1,27,6,1008,0
SCF-LightGCN+BGE+Popularity,1,27,7,460,0
SCF-LightGCN+BGE+Popularity,1,27,8,1079,0
SCF-LightGCN+BGE+Popularity,1,27,9,765,0
SCF-LightGCN+BGE+Popularity,1,27,10,221,0
SCF-LightGCN+BGE+Popularity,1,33,1,624,1
SCF-LightGCN+BGE+Popularity,1,33,2,196,0
SCF-LightGCN+BGE+Popularity,1,33,3,892,0
SCF-LightGCN+BGE+Popularity,1,33,4,77,0
SCF-LightGCN+BGE+Popularity,1,33,5,1550,0
SCF-LightGCN+BGE+Popularity,1,33,6,1037,0
SCF-LightGCN+BGE+Popularity,1,33,7,765,0
SCF-LightGCN+BGE+Popularity,1,33,8,1022,0
SCF-LightGCN+BGE+Popularity,1,33,9,221,0
SCF-LightGCN+BGE+Popularity,1,33,10,919,0
SCF-LightGCN+BGE+Popularity,1,37,1,624,1
SCF-LightGCN+BGE+Popularity,1,37,2,634,0
SCF-LightGCN+BGE+Popularity,1,37,3,1162,1
SCF-LightGCN+BGE+Popularity,1,37,4,96,0
SCF-LightGCN+BGE+Popularity,1,37,5,1070,0
SCF-LightGCN+BGE+Popularity,1,37,6,1172,0
SCF-LightGCN+BGE+Popularity,1,37,7,726,0
SCF-LightGCN+BGE+Popularity,1,37,8,1069,0
SCF-LightGCN+BGE+Popularity,1,37,9,883,0
SCF-LightGCN+BGE+Popularity,1,37,10,226,0
SCF-LightGCN+BGE+Popularity,1,39,1,624,1
SCF-LightGCN+BGE+Popularity,1,39,2,331,1
SCF-LightGCN+BGE+Popularity,1,39,3,226,0
SCF-LightGCN+BGE+Popularity,1,39,4,1156,0
SCF-LightGCN+BGE+Popularity,1,39,5,91,0
SCF-LightGCN+BGE+Popularity,1,39,6,698,0
SCF-LightGCN+BGE+Popularity,1,39,7,77,0
SCF-LightGCN+BGE+Popularity,1,39,8,1022,0
SCF-LightGCN+BGE+Popularity,1,39,9,637,0
SCF-LightGCN+BGE+Popularity,1,39,10,196,0
SCF-LightGCN+BGE+Popularity,1,47,1,624,1
SCF-LightGCN+BGE+Popularity,1,47,2,196,0
SCF-LightGCN+BGE+Popularity,1,47,3,1425,0
SCF-LightGCN+BGE+Popularity,1,47,4,154,0
SCF-LightGCN+BGE+Popularity,1,47,5,881,0
SCF-LightGCN+BGE+Popularity,1,47,6,27,0
SCF-LightGCN+BGE+Popularity,1,47,7,1008,0
SCF-LightGCN+BGE+Popularity,1,47,8,1399,0
SCF-LightGCN+BGE+Popularity,1,47,9,491,0
SCF-LightGCN+BGE+Popularity,1,47,10,64,0
SCF-LightGCN+BGE+Popularity,1,51,1,624,1
SCF-LightGCN+BGE+Popularity,1,51,2,1643,1
SCF-LightGCN+BGE+Popularity,1,51,3,709,0
SCF-LightGCN+BGE+Popularity,1,51,4,196,0
SCF-LightGCN+BGE+Popularity,1,51,5,1192,0
SCF-LightGCN+BGE+Popularity,1,51,6,765,0
SCF-LightGCN+BGE+Popularity,1,51,7,407,0
SCF-LightGCN+BGE+Popularity,1,51,8,689,0
SCF-LightGCN+BGE+Popularity,1,51,9,221,0
SCF-LightGCN+BGE+Popularity,1,51,10,1064,0
SCF-LightGCN+BGE+Popularity,1,57,1,634,0
SCF-LightGCN+BGE+Popularity,1,57,2,624,1
SCF-LightGCN+BGE+Popularity,1,57,3,475,0
SCF-LightGCN+BGE+Popularity,1,57,4,726,0
SCF-LightGCN+BGE+Popularity,1,57,5,77,0
SCF-LightGCN+BGE+Popularity,1,57,6,336,0
SCF-LightGCN+BGE+Popularity,1,57,7,96,0
SCF-LightGCN+BGE+Popularity,1,57,8,226,0
SCF-LightGCN+BGE+Popularity,1,57,9,11,0
SCF-LightGCN+BGE+Popularity,1,57,10,750,0
SCF-LightGCN+BGE+Popularity,1,62,1,624,1
SCF-LightGCN+BGE+Popularity,1,62,2,196,0
SCF-LightGCN+BGE+Popularity,1,62,3,1162,0
SCF-LightGCN+BGE+Popularity,1,62,4,1329,0
SCF-LightGCN+BGE+Popularity,1,62,5,726,0
SCF-LightGCN+BGE+Popularity,1,62,6,892,0
SCF-LightGCN+BGE+Popularity,1,62,7,47,0
SCF-LightGCN+BGE+Popularity,1,62,8,1022,0
SCF-LightGCN+BGE+Popularity,1,62,9,765,0
SCF-LightGCN+BGE+Popularity,1,62,10,1156,0
SCF-LightGCN+BGE+Popularity,1,63,1,624,1
SCF-LightGCN+BGE+Popularity,1,63,2,892,0
SCF-LightGCN+BGE+Popularity,1,63,3,196,0
SCF-LightGCN+BGE+Popularity,1,63,4,637,0
SCF-LightGCN+BGE+Popularity,1,63,5,689,0
SCF-LightGCN+BGE+Popularity,1,63,6,726,0
SCF-LightGCN+BGE+Popularity,1,63,7,221,0
SCF-LightGCN+BGE+Popularity,1,63,8,883,0
SCF-LightGCN+BGE+Popularity,1,63,9,1070,0
SCF-LightGCN+BGE+Popularity,1,63,10,1022,0
SCF-LightGCN+BGE+Popularity,1,64,1,750,1
SCF-LightGCN+BGE+Popularity,1,64,2,829,0
SCF-LightGCN+BGE+Popularity,1,64,3,999,0
SCF-LightGCN+BGE+Popularity,1,64,4,624,1
SCF-LightGCN+BGE+Popularity,1,64,5,90,0
SCF-LightGCN+BGE+Popularity,1,64,6,1590,0
SCF-LightGCN+BGE+Popularity,1,64,7,1079,0
SCF-LightGCN+BGE+Popularity,1,64,8,867,0
SCF-LightGCN+BGE+Popularity,1,64,9,819,0
SCF-LightGCN+BGE+Popularity,1,64,10,1317,0
SCF-LightGCN+BGE+Popularity,1,71,1,1582,1
SCF-LightGCN+BGE+Popularity,1,71,2,624,1
SCF-LightGCN+BGE+Popularity,1,71,3,698,0
SCF-LightGCN+BGE+Popularity,1,71,4,1253,0
SCF-LightGCN+BGE+Popularity,1,71,5,990,0
SCF-LightGCN+BGE+Popularity,1,71,6,1030,0
SCF-LightGCN+BGE+Popularity,1,71,7,91,0
SCF-LightGCN+BGE+Popularity,1,71,8,637,0
SCF-LightGCN+BGE+Popularity,1,71,9,592,0
SCF-LightGCN+BGE+Popularity,1,71,10,1449,0
SCF-LightGCN+BGE+Popularity,1,73,1,624,1
SCF-LightGCN+BGE+Popularity,1,73,2,990,0
SCF-LightGCN+BGE+Popularity,1,73,3,196,0
SCF-LightGCN+BGE+Popularity,1,73,4,165,0
SCF-LightGCN+BGE+Popularity,1,73,5,1080,0
SCF-LightGCN+BGE+Popularity,1,73,6,381,0
SCF-LightGCN+BGE+Popularity,1,73,7,1079,0
SCF-LightGCN+BGE+Popularity,1,73,8,1064,0
SCF-LightGCN+BGE+Popularity,1,73,9,1329,0
SCF-LightGCN+BGE+Popularity,1,73,10,1609,0
SCF-LightGCN+BGE+Popularity,1,78,1,1162,1
SCF-LightGCN+BGE+Popularity,1,78,2,624,1
SCF-LightGCN+BGE+Popularity,1,78,3,206,0
SCF-LightGCN+BGE+Popularity,1,78,4,1470,0
SCF-LightGCN+BGE+Popularity,1,78,5,726,0
SCF-LightGCN+BGE+Popularity,1,78,6,1608,0
SCF-LightGCN+BGE+Popularity,1,78,7,765,0
SCF-LightGCN+BGE+Popularity,1,78,8,1072,0
SCF-LightGCN+BGE+Popularity,1,78,9,762,0
SCF-LightGCN+BGE+Popularity,1,78,10,1070,0
SCF-LightGCN+BGE+Popularity,1,93,1,1003,1
SCF-LightGCN+BGE+Popularity,1,93,2,624,1
SCF-LightGCN+BGE+Popularity,1,93,3,765,0
SCF-LightGCN+BGE+Popularity,1,93,4,1235,0
SCF-LightGCN+BGE+Popularity,1,93,5,399,0
SCF-LightGCN+BGE+Popularity,1,93,6,864,0
SCF-LightGCN+BGE+Popularity,1,93,7,196,0
SCF-LightGCN+BGE+Popularity,1,93,8,782,0
SCF-LightGCN+BGE+Popularity,1,93,9,990,0
SCF-LightGCN+BGE+Popularity,1,93,10,905,0
SCF-LightGCN+BGE+Popularity,1,97,1,624,1
SCF-LightGCN+BGE+Popularity,1,97,2,1229,0
SCF-LightGCN+BGE+Popularity,1,97,3,196,0
SCF-LightGCN+BGE+Popularity,1,97,4,892,0
SCF-LightGCN+BGE+Popularity,1,97,5,1314,0
SCF-LightGCN+BGE+Popularity,1,97,6,637,1
SCF-LightGCN+BGE+Popularity,1,97,7,359,0
SCF-LightGCN+BGE+Popularity,1,97,8,140,0
SCF-LightGCN+BGE+Popularity,1,97,9,1052,0
SCF-LightGCN+BGE+Popularity,1,97,10,689,0
SCF-LightGCN+BGE+Popularity,1,100,1,624,1
SCF-LightGCN+BGE+Popularity,1,100,2,221,0
SCF-LightGCN+BGE+Popularity,1,100,3,196,0
SCF-LightGCN+BGE+Popularity,1,100,4,444,0
SCF-LightGCN+BGE+Popularity,1,100,5,91,0
SCF-LightGCN+BGE+Popularity,1,100,6,90,1
SCF-LightGCN+BGE+Popularity,1,100,7,305,0
SCF-LightGCN+BGE+Popularity,1,100,8,1253,0
SCF-LightGCN+BGE+Popularity,1,100,9,165,0
SCF-LightGCN+BGE+Popularity,1,100,10,381,0
SCF-LightGCN+BGE+Popularity,1,105,1,624,1
SCF-LightGCN+BGE+Popularity,1,105,2,990,0
SCF-LightGCN+BGE+Popularity,1,105,3,196,0
SCF-LightGCN+BGE+Popularity,1,105,4,77,0
SCF-LightGCN+BGE+Popularity,1,105,5,689,0
SCF-LightGCN+BGE+Popularity,1,105,6,64,0
SCF-LightGCN+BGE+Popularity,1,105,7,765,0
SCF-LightGCN+BGE+Popularity,1,105,8,1329,0
SCF-LightGCN+BGE+Popularity,1,105,9,381,0
SCF-LightGCN+BGE+Popularity,1,105,10,91,0
SCF-LightGCN+BGE+Popularity,1,106,1,624,1
SCF-LightGCN+BGE+Popularity,1,106,2,196,0
SCF-LightGCN+BGE+Popularity,1,106,3,637,0
SCF-LightGCN+BGE+Popularity,1,106,4,1177,0
SCF-LightGCN+BGE+Popularity,1,106,5,689,0
SCF-LightGCN+BGE+Popularity,1,106,6,293,0
SCF-LightGCN+BGE+Popularity,1,106,7,91,0
SCF-LightGCN+BGE+Popularity,1,106,8,765,0
SCF-LightGCN+BGE+Popularity,1,106,9,1582,0
SCF-LightGCN+BGE+Popularity,1,106,10,1314,0
SCF-LightGCN+BGE+Popularity,1,108,1,624,1
SCF-LightGCN+BGE+Popularity,1,108,2,90,1
SCF-LightGCN+BGE+Popularity,1,108,3,892,0
SCF-LightGCN+BGE+Popularity,1,108,4,196,0
SCF-LightGCN+BGE+Popularity,1,108,5,381,0
SCF-LightGCN+BGE+Popularity,1,108,6,91,0
SCF-LightGCN+BGE+Popularity,1,108,7,1162,0
SCF-LightGCN+BGE+Popularity,1,108,8,1022,0
SCF-LightGCN+BGE+Popularity,1,108,9,1052,0
SCF-LightGCN+BGE+Popularity,1,108,10,1156,0
SCF-LightGCN+BGE+Popularity,1,110,1,1079,1
SCF-LightGCN+BGE+Popularity,1,110,2,624,1
SCF-LightGCN+BGE+Popularity,1,110,3,892,0
SCF-LightGCN+BGE+Popularity,1,110,4,639,0
SCF-LightGCN+BGE+Popularity,1,110,5,1371,0
SCF-LightGCN+BGE+Popularity,1,110,6,118,0
SCF-LightGCN+BGE+Popularity,1,110,7,1010,0
SCF-LightGCN+BGE+Popularity,1,110,8,867,0
SCF-LightGCN+BGE+Popularity,1,110,9,912,0
SCF-LightGCN+BGE+Popularity,1,110,10,765,0
SCF-LightGCN+BGE+Popularity,1,113,1,624,1
SCF-LightGCN+BGE+Popularity,1,113,2,196,0
SCF-LightGCN+BGE+Popularity,1,113,3,1425,0
SCF-LightGCN+BGE+Popularity,1,113,4,77,0
SCF-LightGCN+BGE+Popularity,1,113,5,940,0
SCF-LightGCN+BGE+Popularity,1,113,6,1008,0
SCF-LightGCN+BGE+Popularity,1,113,7,381,0
SCF-LightGCN+BGE+Popularity,1,113,8,552,0
SCF-LightGCN+BGE+Popularity,1,113,9,221,0
SCF-LightGCN+BGE+Popularity,1,113,10,165,0
SCF-LightGCN+BGE+Popularity,1,116,1,154,1
SCF-LightGCN+BGE+Popularity,1,116,2,624,1
SCF-LightGCN+BGE+Popularity,1,116,3,366,0
SCF-LightGCN+BGE+Popularity,1,116,4,856,0
SCF-LightGCN+BGE+Popularity,1,116,5,191,0
SCF-LightGCN+BGE+Popularity,1,116,6,961,0
SCF-LightGCN+BGE+Popularity,1,116,7,1512,0
SCF-LightGCN+BGE+Popularity,1,116,8,1239,0
SCF-LightGCN+BGE+Popularity,1,116,9,187,0
SCF-LightGCN+BGE+Popularity,1,116,10,1362,0
SCF-LightGCN+BGE+Popularity,1,123,1,624,1
SCF-LightGCN+BGE+Popularity,1,123,2,1590,0
SCF-LightGCN+BGE+Popularity,1,123,3,652,0
SCF-LightGCN+BGE+Popularity,1,123,4,226,1
SCF-LightGCN+BGE+Popularity,1,123,5,634,0
SCF-LightGCN+BGE+Popularity,1,123,6,726,0
SCF-LightGCN+BGE+Popularity,1,123,7,195,0
SCF-LightGCN+BGE+Popularity,1,123,8,834,0
SCF-LightGCN+BGE+Popularity,1,123,9,1379,0
SCF-LightGCN+BGE+Popularity,1,123,10,623,1
SCF-LightGCN+BGE+Popularity,1,127,1,624,1
SCF-LightGCN+BGE+Popularity,1,127,2,1329,0
SCF-LightGCN+BGE+Popularity,1,127,3,689,0
SCF-LightGCN+BGE+Popularity,1,127,4,221,0
SCF-LightGCN+BGE+Popularity,1,127,5,77,0
SCF-LightGCN+BGE+Popularity,1,127,6,1314,0
SCF-LightGCN+BGE+Popularity,1,127,7,417,0
SCF-LightGCN+BGE+Popularity,1,127,8,64,0
SCF-LightGCN+BGE+Popularity,1,127,9,68,0
SCF-LightGCN+BGE+Popularity,1,127,10,196,0
SCF-LightGCN+BGE+Popularity,1,128,1,476,1
SCF-LightGCN+BGE+Popularity,1,128,2,624,1
SCF-LightGCN+BGE+Popularity,1,128,3,1582,1
SCF-LightGCN+BGE+Popularity,1,128,4,698,1
SCF-LightGCN+BGE+Popularity,1,128,5,1449,0
SCF-LightGCN+BGE+Popularity,1,128,6,1576,0
SCF-LightGCN+BGE+Popularity,1,128,7,689,0
SCF-LightGCN+BGE+Popularity,1,128,8,884,0
SCF-LightGCN+BGE+Popularity,1,128,9,1383,0
SCF-LightGCN+BGE+Popularity,1,128,10,188,0
SCF-LightGCN+BGE+Popularity,1,129,1,624,1
SCF-LightGCN+BGE+Popularity,1,129,2,196,0
SCF-LightGCN+BGE+Popularity,1,129,3,90,0
SCF-LightGCN+BGE+Popularity,1,129,4,221,0
SCF-LightGCN+BGE+Popularity,1,129,5,1156,0
SCF-LightGCN+BGE+Popularity,1,129,6,381,0
SCF-LightGCN+BGE+Popularity,1,129,7,1216,0
SCF-LightGCN+BGE+Popularity,1,129,8,1177,0
SCF-LightGCN+BGE+Popularity,1,129,9,77,0
SCF-LightGCN+BGE+Popularity,1,129,10,1069,0
SCF-LightGCN+BGE+Popularity,1,132,1,1079,1
SCF-LightGCN+BGE+Popularity,1,132,2,624,1
SCF-LightGCN+BGE+Popularity,1,132,3,639,0
SCF-LightGCN+BGE+Popularity,1,132,4,892,1
SCF-LightGCN+BGE+Popularity,1,132,5,1345,0
SCF-LightGCN+BGE+Popularity,1,132,6,912,0
SCF-LightGCN+BGE+Popularity,1,132,7,1371,0
SCF-LightGCN+BGE+Popularity,1,132,8,265,0
SCF-LightGCN+BGE+Popularity,1,132,9,1376,0
SCF-LightGCN+BGE+Popularity,1,132,10,520,0
SCF-LightGCN+BGE+Popularity,1,136,1,196,1
SCF-LightGCN+BGE+Popularity,1,136,2,624,1
SCF-LightGCN+BGE+Popularity,1,136,3,90,0
SCF-LightGCN+BGE+Popularity,1,136,4,1216,0
SCF-LightGCN+BGE+Popularity,1,136,5,381,0
SCF-LightGCN+BGE+Popularity,1,136,6,892,0
SCF-LightGCN+BGE+Popularity,1,136,7,239,0
SCF-LightGCN+BGE+Popularity,1,136,8,77,0
SCF-LightGCN+BGE+Popularity,1,136,9,221,0
SCF-LightGCN+BGE+Popularity,1,136,10,1444,0
SCF-LightGCN+BGE+Popularity,1,139,1,624,1
SCF-LightGCN+BGE+Popularity,1,139,2,196,0
SCF-LightGCN+BGE+Popularity,1,139,3,1052,0
SCF-LightGCN+BGE+Popularity,1,139,4,1022,0
SCF-LightGCN+BGE+Popularity,1,139,5,765,0
SCF-LightGCN+BGE+Popularity,1,139,6,637,1
SCF-LightGCN+BGE+Popularity,1,139,7,64,0
SCF-LightGCN+BGE+Popularity,1,139,8,762,0
SCF-LightGCN+BGE+Popularity,1,139,9,1156,0
SCF-LightGCN+BGE+Popularity,1,139,10,91,0
SCF-LightGCN+BGE+Popularity,1,142,1,624,1
SCF-LightGCN+BGE+Popularity,1,142,2,381,0
SCF-LightGCN+BGE+Popularity,1,142,3,64,0
SCF-LightGCN+BGE+Popularity,1,142,4,226,0
SCF-LightGCN+BGE+Popularity,1,142,5,221,0
SCF-LightGCN+BGE+Popularity,1,142,6,881,0
SCF-LightGCN+BGE+Popularity,1,142,7,77,0
SCF-LightGCN+BGE+Popularity,1,142,8,826,0
SCF-LightGCN+BGE+Popularity,1,142,9,196,0
SCF-LightGCN+BGE+Popularity,1,142,10,1064,0
SCF-LightGCN+BGE+Popularity,1,143,1,90,0
SCF-LightGCN+BGE+Popularity,1,143,2,867,1
SCF-LightGCN+BGE+Popularity,1,143,3,310,0
SCF-LightGCN+BGE+Popularity,1,143,4,386,0
SCF-LightGCN+BGE+Popularity,1,143,5,1079,1
SCF-LightGCN+BGE+Popularity,1,143,6,892,0
SCF-LightGCN+BGE+Popularity,1,143,7,1126,0
SCF-LightGCN+BGE+Popularity,1,143,8,122,0
SCF-LightGCN+BGE+Popularity,1,143,9,756,0
SCF-LightGCN+BGE+Popularity,1,143,10,626,0
SCF-LightGCN+BGE+Popularity,1,152,1,624,1
SCF-LightGCN+BGE+Popularity,1,152,2,77,0
SCF-LightGCN+BGE+Popularity,1,152,3,221,0
SCF-LightGCN+BGE+Popularity,1,152,4,196,0
SCF-LightGCN+BGE+Popularity,1,152,5,1022,0
SCF-LightGCN+BGE+Popularity,1,152,6,698,0
SCF-LightGCN+BGE+Popularity,1,152,7,342,0
SCF-LightGCN+BGE+Popularity,1,152,8,1156,0
SCF-LightGCN+BGE+Popularity,1,152,9,1582,0
SCF-LightGCN+BGE+Popularity,1,152,10,1383,0
SCF-LightGCN+BGE+Popularity,1,154,1,624,1
SCF-LightGCN+BGE+Popularity,1,154,2,318,0
SCF-LightGCN+BGE+Popularity,1,154,3,552,0
SCF-LightGCN+BGE+Popularity,1,154,4,293,0
SCF-LightGCN+BGE+Popularity,1,154,5,1008,0
SCF-LightGCN+BGE+Popularity,1,154,6,1420,0
SCF-LightGCN+BGE+Popularity,1,154,7,1582,0
SCF-LightGCN+BGE+Popularity,1,154,8,196,0
SCF-LightGCN+BGE+Popularity,1,154,9,881,0
SCF-LightGCN+BGE+Popularity,1,154,10,689,0
SCF-LightGCN+BGE+Popularity,1,156,1,624,1
SCF-LightGCN+BGE+Popularity,1,156,2,196,0
SCF-LightGCN+BGE+Popularity,1,156,3,1022,1
SCF-LightGCN+BGE+Popularity,1,156,4,637,0
SCF-LightGCN+BGE+Popularity,1,156,5,516,0
SCF-LightGCN+BGE+Popularity,1,156,6,892,0
SCF-LightGCN+BGE+Popularity,1,156,7,990,0
SCF-LightGCN+BGE+Popularity,1,156,8,91,0
SCF-LightGCN+BGE+Popularity,1,156,9,1371,0
SCF-LightGCN+BGE+Popularity,1,156,10,491,0
SCF-LightGCN+BGE+Popularity,1,158,1,624,1
SCF-LightGCN+BGE+Popularity,1,158,2,1255,0
SCF-LightGCN+BGE+Popularity,1,158,3,77,0
SCF-LightGCN+BGE+Popularity,1,158,4,1444,0
SCF-LightGCN+BGE+Popularity,1,158,5,661,0
SCF-LightGCN+BGE+Popularity,1,158,6,221,0
SCF-LightGCN+BGE+Popularity,1,158,7,1271,0
SCF-LightGCN+BGE+Popularity,1,158,8,1420,0
SCF-LightGCN+BGE+Popularity,1,158,9,1065,0
SCF-LightGCN+BGE+Popularity,1,158,10,117,0
SCF-LightGCN+BGE+Popularity,1,162,1,624,1
SCF-LightGCN+BGE+Popularity,1,162,2,1079,1
SCF-LightGCN+BGE+Popularity,1,162,3,709,0
SCF-LightGCN+BGE+Popularity,1,162,4,1253,0
SCF-LightGCN+BGE+Popularity,1,162,5,1376,0
SCF-LightGCN+BGE+Popularity,1,162,6,77,0
SCF-LightGCN+BGE+Popularity,1,162,7,165,0
SCF-LightGCN+BGE+Popularity,1,162,8,765,0
SCF-LightGCN+BGE+Popularity,1,162,9,1008,0
SCF-LightGCN+BGE+Popularity,1,162,10,196,0
SCF-LightGCN+BGE+Popularity,1,172,1,64,1
SCF-LightGCN+BGE+Popularity,1,172,2,624,1
SCF-LightGCN+BGE+Popularity,1,172,3,1030,0
SCF-LightGCN+BGE+Popularity,1,172,4,491,0
SCF-LightGCN+BGE+Popularity,1,172,5,905,0
SCF-LightGCN+BGE+Popularity,1,172,6,1329,0
SCF-LightGCN+BGE+Popularity,1,172,7,826,0
SCF-LightGCN+BGE+Popularity,1,172,8,67,0
SCF-LightGCN+BGE+Popularity,1,172,9,91,0
SCF-LightGCN+BGE+Popularity,1,172,10,272,0
SCF-LightGCN+BGE+Popularity,1,189,1,1079,1
SCF-LightGCN+BGE+Popularity,1,189,2,847,0
SCF-LightGCN+BGE+Popularity,1,189,3,867,0
SCF-LightGCN+BGE+Popularity,1,189,4,1345,0
SCF-LightGCN+BGE+Popularity,1,189,5,892,0
SCF-LightGCN+BGE+Popularity,1,189,6,622,0
SCF-LightGCN+BGE+Popularity,1,189,7,562,0
SCF-LightGCN+BGE+Popularity,1,189,8,1376,0
SCF-LightGCN+BGE+Popularity,1,189,9,371,0
SCF-LightGCN+BGE+Popularity,1,189,10,1246,0
SCF-LightGCN+BGE+Popularity,1,197,1,712,1
SCF-LightGCN+BGE+Popularity,1,197,2,13,0
SCF-LightGCN+BGE+Popularity,1,197,3,624,1
SCF-LightGCN+BGE+Popularity,1,197,4,1079,0
SCF-LightGCN+BGE+Popularity,1,197,5,765,0
SCF-LightGCN+BGE+Popularity,1,197,6,2,0
SCF-LightGCN+BGE+Popularity,1,197,7,1319,0
SCF-LightGCN+BGE+Popularity,1,197,8,3,0
SCF-LightGCN+BGE+Popularity,1,197,9,1026,0
SCF-LightGCN+BGE+Popularity,1,197,10,1569,0
SCF-LightGCN+BGE+Popularity,1,219,1,1079,1
SCF-LightGCN+BGE+Popularity,1,219,2,624,1
SCF-LightGCN+BGE+Popularity,1,219,3,639,0
SCF-LightGCN+BGE+Popularity,1,219,4,1399,0
SCF-LightGCN+BGE+Popularity,1,219,5,476,0
SCF-LightGCN+BGE+Popularity,1,219,6,1120,0
SCF-LightGCN+BGE+Popularity,1,219,7,858,0
SCF-LightGCN+BGE+Popularity,1,219,8,1146,0
SCF-LightGCN+BGE+Popularity,1,219,9,88,0
SCF-LightGCN+BGE+Popularity,1,219,10,598,0
SCF-LightGCN+BGE+Popularity,1,221,1,624,1
SCF-LightGCN+BGE+Popularity,1,221,2,188,0
SCF-LightGCN+BGE+Popularity,1,221,3,750,0
SCF-LightGCN+BGE+Popularity,1,221,4,1193,0
SCF-LightGCN+BGE+Popularity,1,221,5,1329,0
SCF-LightGCN+BGE+Popularity,1,221,6,64,0
