method,seed,mashup_id,rank,api_id,is_positive
SCF-LightGCN+BGE+Popularity,0,64,8,819,0
SCF-LightGCN+BGE+Popularity,0,64,9,1254,0
SCF-LightGCN+BGE+Popularity,0,64,10,412,0
SCF-LightGCN+BGE+Popularity,0,71,1,1582,1
SCF-LightGCN+BGE+Popularity,0,71,2,624,1
SCF-LightGCN+BGE+Popularity,0,71,3,990,0
SCF-LightGCN+BGE+Popularity,0,71,4,1253,0
SCF-LightGCN+BGE+Popularity,0,71,5,1030,0
SCF-LightGCN+BGE+Popularity,0,71,6,91,0
SCF-LightGCN+BGE+Popularity,0,71,7,592,0
SCF-LightGCN+BGE+Popularity,0,71,8,1449,0
SCF-LightGCN+BGE+Popularity,0,71,9,637,0
SCF-LightGCN+BGE+Popularity,0,71,10,476,0
SCF-LightGCN+BGE+Popularity,0,73,1,624,1
SCF-LightGCN+BGE+Popularity,0,73,2,990,0
SCF-LightGCN+BGE+Popularity,0,73,3,381,0
SCF-LightGCN+BGE+Popularity,0,73,4,196,0
SCF-LightGCN+BGE+Popularity,0,73,5,1079,0
SCF-LightGCN+BGE+Popularity,0,73,6,1329,0
SCF-LightGCN+BGE+Popularity,0,73,7,165,0
SCF-LightGCN+BGE+Popularity,0,73,8,765,0
SCF-LightGCN+BGE+Popularity,0,73,9,1080,0
SCF-LightGCN+BGE+Popularity,0,73,10,1271,0
SCF-LightGCN+BGE+Popularity,0,78,1,1162,1
SCF-LightGCN+BGE+Popularity,0,78,2,624,1
SCF-LightGCN+BGE+Popularity,0,78,3,206,0
SCF-LightGCN+BGE+Popularity,0,78,4,765,0
SCF-LightGCN+BGE+Popularity,0,78,5,1470,0
SCF-LightGCN+BGE+Popularity,0,78,6,726,0
SCF-LightGCN+BGE+Popularity,0,78,7,1608,0
SCF-LightGCN+BGE+Popularity,0,78,8,892,0
SCF-LightGCN+BGE+Popularity,0,78,9,1070,0
SCF-LightGCN+BGE+Popularity,0,78,10,661,0
SCF-LightGCN+BGE+Popularity,0,93,1,1003,1
SCF-LightGCN+BGE+Popularity,0,93,2,624,1
SCF-LightGCN+BGE+Popularity,0,93,3,765,0
SCF-LightGCN+BGE+Popularity,0,93,4,221,0
SCF-LightGCN+BGE+Popularity,0,93,5,1235,0
SCF-LightGCN+BGE+Popularity,0,93,6,399,0
SCF-LightGCN+BGE+Popularity,0,93,7,1590,0
SCF-LightGCN+BGE+Popularity,0,93,8,53,0
SCF-LightGCN+BGE+Popularity,0,93,9,990,0
SCF-LightGCN+BGE+Popularity,0,93,10,1444,0
SCF-LightGCN+BGE+Popularity,0,97,1,624,1
SCF-LightGCN+BGE+Popularity,0,97,2,1229,0
SCF-LightGCN+BGE+Popularity,0,97,3,196,0
SCF-LightGCN+BGE+Popularity,0,97,4,892,0
SCF-LightGCN+BGE+Popularity,0,97,5,359,0
SCF-LightGCN+BGE+Popularity,0,97,6,1314,0
SCF-LightGCN+BGE+Popularity,0,97,7,140,0
SCF-LightGCN+BGE+Popularity,0,97,8,1022,0
SCF-LightGCN+BGE+Popularity,0,97,9,637,1
SCF-LightGCN+BGE+Popularity,0,97,10,1008,0
SCF-LightGCN+BGE+Popularity,0,100,1,624,1
SCF-LightGCN+BGE+Popularity,0,100,2,221,0
SCF-LightGCN+BGE+Popularity,0,100,3,196,0
SCF-LightGCN+BGE+Popularity,0,100,4,444,0
SCF-LightGCN+BGE+Popularity,0,100,5,90,1
SCF-LightGCN+BGE+Popularity,0,100,6,305,0
SCF-LightGCN+BGE+Popularity,0,100,7,91,0
SCF-LightGCN+BGE+Popularity,0,100,8,57,0
SCF-LightGCN+BGE+Popularity,0,100,9,1008,0
SCF-LightGCN+BGE+Popularity,0,100,10,381,0
SCF-LightGCN+BGE+Popularity,0,105,1,624,1
SCF-LightGCN+BGE+Popularity,0,105,2,196,0
SCF-LightGCN+BGE+Popularity,0,105,3,990,0
SCF-LightGCN+BGE+Popularity,0,105,4,689,0
SCF-LightGCN+BGE+Popularity,0,105,5,77,0
SCF-LightGCN+BGE+Popularity,0,105,6,1329,0
SCF-LightGCN+BGE+Popularity,0,105,7,381,0
SCF-LightGCN+BGE+Popularity,0,105,8,64,0
SCF-LightGCN+BGE+Popularity,0,105,9,1008,0
SCF-LightGCN+BGE+Popularity,0,105,10,765,0
SCF-LightGCN+BGE+Popularity,0,106,1,624,1
SCF-LightGCN+BGE+Popularity,0,106,2,196,0
SCF-LightGCN+BGE+Popularity,0,106,3,293,0
SCF-LightGCN+BGE+Popularity,0,106,4,637,0
SCF-LightGCN+BGE+Popularity,0,106,5,91,0
SCF-LightGCN+BGE+Popularity,0,106,6,765,0
SCF-LightGCN+BGE+Popularity,0,106,7,689,0
SCF-LightGCN+BGE+Popularity,0,106,8,1177,0
SCF-LightGCN+BGE+Popularity,0,106,9,1314,0
SCF-LightGCN+BGE+Popularity,0,106,10,1582,0
SCF-LightGCN+BGE+Popularity,0,108,1,624,1
SCF-LightGCN+BGE+Popularity,0,108,2,90,1
SCF-LightGCN+BGE+Popularity,0,108,3,892,0
SCF-LightGCN+BGE+Popularity,0,108,4,196,0
SCF-LightGCN+BGE+Popularity,0,108,5,381,0
SCF-LightGCN+BGE+Popularity,0,108,6,1079,0
SCF-LightGCN+BGE+Popularity,0,108,7,91,0
SCF-LightGCN+BGE+Popularity,0,108,8,1162,0
SCF-LightGCN+BGE+Popularity,0,108,9,1022,0
SCF-LightGCN+BGE+Popularity,0,108,10,1052,0
SCF-LightGCN+BGE+Popularity,0,110,1,1079,1
SCF-LightGCN+BGE+Popularity,0,110,2,624,1
SCF-LightGCN+BGE+Popularity,0,110,3,639,0
SCF-LightGCN+BGE+Popularity,0,110,4,892,0
SCF-LightGCN+BGE+Popularity,0,110,5,765,0
SCF-LightGCN+BGE+Popularity,0,110,6,1371,0
SCF-LightGCN+BGE+Popularity,0,110,7,1010,0
SCF-LightGCN+BGE+Popularity,0,110,8,118,0
SCF-LightGCN+BGE+Popularity,0,110,9,912,0
SCF-LightGCN+BGE+Popularity,0,110,10,867,0
SCF-LightGCN+BGE+Popularity,0,113,1,624,1
SCF-LightGCN+BGE+Popularity,0,113,2,196,0
SCF-LightGCN+BGE+Popularity,0,113,3,1425,0
SCF-LightGCN+BGE+Popularity,0,113,4,221,0
SCF-LightGCN+BGE+Popularity,0,113,5,77,0
SCF-LightGCN+BGE+Popularity,0,113,6,940,0
SCF-LightGCN+BGE+Popularity,0,113,7,381,0
SCF-LightGCN+BGE+Popularity,0,113,8,552,0
SCF-LightGCN+BGE+Popularity,0,113,9,1008,0
SCF-LightGCN+BGE+Popularity,0,113,10,293,0
SCF-LightGCN+BGE+Popularity,0,116,1,154,1
SCF-LightGCN+BGE+Popularity,0,116,2,366,0
SCF-LightGCN+BGE+Popularity,0,116,3,624,1
SCF-LightGCN+BGE+Popularity,0,116,4,856,0
SCF-LightGCN+BGE+Popularity,0,116,5,191,0
SCF-LightGCN+BGE+Popularity,0,116,6,1512,0
SCF-LightGCN+BGE+Popularity,0,116,7,961,0
SCF-LightGCN+BGE+Popularity,0,116,8,1239,0
SCF-LightGCN+BGE+Popularity,0,116,9,969,0
SCF-LightGCN+BGE+Popularity,0,116,10,892,0
SCF-LightGCN+BGE+Popularity,0,123,1,624,1
SCF-LightGCN+BGE+Popularity,0,123,2,1590,0
SCF-LightGCN+BGE+Popularity,0,123,3,652,0
SCF-LightGCN+BGE+Popularity,0,123,4,634,0
SCF-LightGCN+BGE+Popularity,0,123,5,226,1
SCF-LightGCN+BGE+Popularity,0,123,6,726,0
SCF-LightGCN+BGE+Popularity,0,123,7,834,0
SCF-LightGCN+BGE+Popularity,0,123,8,195,0
SCF-LightGCN+BGE+Popularity,0,123,9,1379,0
SCF-LightGCN+BGE+Popularity,0,123,10,1100,0
SCF-LightGCN+BGE+Popularity,0,127,1,624,1
SCF-LightGCN+BGE+Popularity,0,127,2,221,0
SCF-LightGCN+BGE+Popularity,0,127,3,1329,0
SCF-LightGCN+BGE+Popularity,0,127,4,417,0
SCF-LightGCN+BGE+Popularity,0,127,5,1314,0
SCF-LightGCN+BGE+Popularity,0,127,6,689,0
SCF-LightGCN+BGE+Popularity,0,127,7,990,0
SCF-LightGCN+BGE+Popularity,0,127,8,68,0
SCF-LightGCN+BGE+Popularity,0,127,9,77,0
SCF-LightGCN+BGE+Popularity,0,127,10,196,0
SCF-LightGCN+BGE+Popularity,0,128,1,476,1
SCF-LightGCN+BGE+Popularity,0,128,2,624,1
SCF-LightGCN+BGE+Popularity,0,128,3,1582,1
SCF-LightGCN+BGE+Popularity,0,128,4,698,1
SCF-LightGCN+BGE+Popularity,0,128,5,1449,0
SCF-LightGCN+BGE+Popularity,0,128,6,1576,0
SCF-LightGCN+BGE+Popularity,0,128,7,1383,0
SCF-LightGCN+BGE+Popularity,0,128,8,1156,0
SCF-LightGCN+BGE+Popularity,0,128,9,1080,0
SCF-LightGCN+BGE+Popularity,0,128,10,196,0
SCF-LightGCN+BGE+Popularity,0,129,1,624,1
SCF-LightGCN+BGE+Popularity,0,129,2,196,0
SCF-LightGCN+BGE+Popularity,0,129,3,90,0
SCF-LightGCN+BGE+Popularity,0,129,4,221,0
SCF-LightGCN+BGE+Popularity,0,129,5,381,0
SCF-LightGCN+BGE+Popularity,0,129,6,1156,0
SCF-LightGCN+BGE+Popularity,0,129,7,1216,0
SCF-LightGCN+BGE+Popularity,0,129,8,243,0
SCF-LightGCN+BGE+Popularity,0,129,9,1069,0
SCF-LightGCN+BGE+Popularity,0,129,10,765,0
SCF-LightGCN+BGE+Popularity,0,132,1,1079,1
SCF-LightGCN+BGE+Popularity,0,132,2,624,1
SCF-LightGCN+BGE+Popularity,0,132,3,639,0
SCF-LightGCN+BGE+Popularity,0,132,4,892,1
SCF-LightGCN+BGE+Popularity,0,132,5,912,0
SCF-LightGCN+BGE+Popularity,0,132,6,1345,0
SCF-LightGCN+BGE+Popularity,0,132,7,265,0
SCF-LightGCN+BGE+Popularity,0,132,8,1376,0
SCF-LightGCN+BGE+Popularity,0,132,9,520,0
SCF-LightGCN+BGE+Popularity,0,132,10,1371,0
SCF-LightGCN+BGE+Popularity,0,136,1,196,1
SCF-LightGCN+BGE+Popularity,0,136,2,624,1
SCF-LightGCN+BGE+Popularity,0,136,3,90,0
SCF-LightGCN+BGE+Popularity,0,136,4,221,0
SCF-LightGCN+BGE+Popularity,0,136,5,381,0
SCF-LightGCN+BGE+Popularity,0,136,6,1216,0
SCF-LightGCN+BGE+Popularity,0,136,7,892,0
SCF-LightGCN+BGE+Popularity,0,136,8,239,0
SCF-LightGCN+BGE+Popularity,0,136,9,765,0
SCF-LightGCN+BGE+Popularity,0,136,10,77,0
SCF-LightGCN+BGE+Popularity,0,139,1,624,1
SCF-LightGCN+BGE+Popularity,0,139,2,196,0
SCF-LightGCN+BGE+Popularity,0,139,3,1022,0
SCF-LightGCN+BGE+Popularity,0,139,4,1052,0
SCF-LightGCN+BGE+Popularity,0,139,5,765,0
SCF-LightGCN+BGE+Popularity,0,139,6,637,1
SCF-LightGCN+BGE+Popularity,0,139,7,1156,0
SCF-LightGCN+BGE+Popularity,0,139,8,221,0
SCF-LightGCN+BGE+Popularity,0,139,9,64,0
SCF-LightGCN+BGE+Popularity,0,139,10,491,0
SCF-LightGCN+BGE+Popularity,0,142,1,624,1
SCF-LightGCN+BGE+Popularity,0,142,2,381,0
SCF-LightGCN+BGE+Popularity,0,142,3,64,0
SCF-LightGCN+BGE+Popularity,0,142,4,77,0
SCF-LightGCN+BGE+Popularity,0,142,5,1329,0
SCF-LightGCN+BGE+Popularity,0,142,6,634,0
SCF-LightGCN+BGE+Popularity,0,142,7,881,0
SCF-LightGCN+BGE+Popularity,0,142,8,826,0
SCF-LightGCN+BGE+Popularity,0,142,9,1080,0
SCF-LightGCN+BGE+Popularity,0,142,10,765,0
SCF-LightGCN+BGE+Popularity,0,143,1,90,0
SCF-LightGCN+BGE+Popularity,0,143,2,867,1
SCF-LightGCN+BGE+Popularity,0,143,3,310,0
SCF-LightGCN+BGE+Popularity,0,143,4,386,0
SCF-LightGCN+BGE+Popularity,0,143,5,626,0
SCF-LightGCN+BGE+Popularity,0,143,6,1079,1
SCF-LightGCN+BGE+Popularity,0,143,7,1069,0
SCF-LightGCN+BGE+Popularity,0,143,8,892,0
SCF-LightGCN+BGE+Popularity,0,143,9,1126,0
SCF-LightGCN+BGE+Popularity,0,143,10,756,0
SCF-LightGCN+BGE+Popularity,0,152,1,624,1
SCF-LightGCN+BGE+Popularity,0,152,2,77,0
SCF-LightGCN+BGE+Popularity,0,152,3,221,0
SCF-LightGCN+BGE+Popularity,0,152,4,1022,0
SCF-LightGCN+BGE+Popularity,0,152,5,1627,0
SCF-LightGCN+BGE+Popularity,0,152,6,381,0
SCF-LightGCN+BGE+Popularity,0,152,7,1329,0
SCF-LightGCN+BGE+Popularity,0,152,8,342,0
SCF-LightGCN+BGE+Popularity,0,152,9,689,0
SCF-LightGCN+BGE+Popularity,0,152,10,881,0
SCF-LightGCN+BGE+Popularity,0,154,1,624,1
SCF-LightGCN+BGE+Popularity,0,154,2,318,0
SCF-LightGCN+BGE+Popularity,0,154,3,552,0
SCF-LightGCN+BGE+Popularity,0,154,4,1008,0
SCF-LightGCN+BGE+Popularity,0,154,5,293,0
SCF-LightGCN+BGE+Popularity,0,154,6,1420,0
SCF-LightGCN+BGE+Popularity,0,154,7,554,0
SCF-LightGCN+BGE+Popularity,0,154,8,689,0
SCF-LightGCN+BGE+Popularity,0,154,9,196,0
SCF-LightGCN+BGE+Popularity,0,154,10,1065,0
SCF-LightGCN+BGE+Popularity,0,156,1,624,1
SCF-LightGCN+BGE+Popularity,0,156,2,196,0
SCF-LightGCN+BGE+Popularity,0,156,3,1022,1
SCF-LightGCN+BGE+Popularity,0,156,4,990,0
SCF-LightGCN+BGE+Popularity,0,156,5,637,0
SCF-LightGCN+BGE+Popularity,0,156,6,381,0
SCF-LightGCN+BGE+Popularity,0,156,7,516,0
SCF-LightGCN+BGE+Popularity,0,156,8,1371,0
SCF-LightGCN+BGE+Popularity,0,156,9,91,0
SCF-LightGCN+BGE+Popularity,0,156,10,1582,1
SCF-LightGCN+BGE+Popularity,0,158,1,624,1
SCF-LightGCN+BGE+Popularity,0,158,2,1255,0
SCF-LightGCN+BGE+Popularity,0,158,3,689,0
SCF-LightGCN+BGE+Popularity,0,158,4,661,0
SCF-LightGCN+BGE+Popularity,0,158,5,1065,0
SCF-LightGCN+BGE+Popularity,0,158,6,77,0
SCF-LightGCN+BGE+Popularity,0,158,7,221,0
SCF-LightGCN+BGE+Popularity,0,158,8,196,0
SCF-LightGCN+BGE+Popularity,0,158,9,1480,0
SCF-LightGCN+BGE+Popularity,0,158,10,1420,0
SCF-LightGCN+BGE+Popularity,0,162,1,624,1
SCF-LightGCN+BGE+Popularity,0,162,2,1079,1
SCF-LightGCN+BGE+Popularity,0,162,3,1253,0
SCF-LightGCN+BGE+Popularity,0,162,4,1376,0
SCF-LightGCN+BGE+Popularity,0,162,5,77,0
SCF-LightGCN+BGE+Popularity,0,162,6,709,0
SCF-LightGCN+BGE+Popularity,0,162,7,765,0
SCF-LightGCN+BGE+Popularity,0,162,8,196,0
SCF-LightGCN+BGE+Popularity,0,162,9,165,0
SCF-LightGCN+BGE+Popularity,0,162,10,1008,0
SCF-LightGCN+BGE+Popularity,0,172,1,64,1
SCF-LightGCN+BGE+Popularity,0,172,2,624,1
SCF-LightGCN+BGE+Popularity,0,172,3,905,0
SCF-LightGCN+BGE+Popularity,0,172,4,1582,0
SCF-LightGCN+BGE+Popularity,0,172,5,1030,0
SCF-LightGCN+BGE+Popularity,0,172,6,491,0
SCF-LightGCN+BGE+Popularity,0,172,7,915,0
SCF-LightGCN+BGE+Popularity,0,172,8,67,0
SCF-LightGCN+BGE+Popularity,0,172,9,1329,0
SCF-LightGCN+BGE+Popularity,0,172,10,91,0
SCF-LightGCN+BGE+Popularity,0,189,1,1079,1
SCF-LightGCN+BGE+Popularity,0,189,2,867,0
SCF-LightGCN+BGE+Popularity,0,189,3,847,0
SCF-LightGCN+BGE+Popularity,0,189,4,562,0
SCF-LightGCN+BGE+Popularity,0,189,5,1345,0
SCF-LightGCN+BGE+Popularity,0,189,6,892,0
SCF-LightGCN+BGE+Popularity,0,189,7,622,0
SCF-LightGCN+BGE+Popularity,0,189,8,371,0
SCF-LightGCN+BGE+Popularity,0,189,9,1376,0
SCF-LightGCN+BGE+Popularity,0,189,10,571,0
SCF-LightGCN+BGE+Popularity,0,197,1,712,1
SCF-LightGCN+BGE+Popularity,0,197,2,13,0
SCF-LightGCN+BGE+Popularity,0,197,3,624,1
SCF-LightGCN+BGE+Popularity,0,197,4,1319,0
SCF-LightGCN+BGE+Popularity,0,197,5,1079,0
SCF-LightGCN+BGE+Popularity,0,197,6,625,0
SCF-LightGCN+BGE+Popularity,0,197,7,2,0
SCF-LightGCN+BGE+Popularity,0,197,8,1026,0
SCF-LightGCN+BGE+Popularity,0,197,9,177,0
SCF-LightGCN+BGE+Popularity,0,197,10,1583,0
SCF-LightGCN+BGE+Popularity,0,219,1,1079,1
SCF-LightGCN+BGE+Popularity,0,219,2,624,1
SCF-LightGCN+BGE+Popularity,0,219,3,639,0
SCF-LightGCN+BGE+Popularity,0,219,4,1399,0
SCF-LightGCN+BGE+Popularity,0,219,5,476,0
SCF-LightGCN+BGE+Popularity,0,219,6,858,0
SCF-LightGCN+BGE+Popularity,0,219,7,571,0
SCF-LightGCN+BGE+Popularity,0,219,8,91,0
SCF-LightGCN+BGE+Popularity,0,219,9,1120,0
SCF-LightGCN+BGE+Popularity,0,219,10,88,0
SCF-LightGCN+BGE+Popularity,0,221,1,624,1
SCF-LightGCN+BGE+Popularity,0,221,2,188,0
SCF-LightGCN+BGE+Popularity,0,221,3,1329,0
SCF-LightGCN+BGE+Popularity,0,221,4,64,0
SCF-LightGCN+BGE+Popularity,0,221,5,522,0
SCF-LightGCN+BGE+Popularity,0,221,6,1193,0
